Daerah,Kecamatan,harga,kamar_tidur,luas_bangunan,luas_lahan
Berbah, Sleman,700.000.000,4,51 m²,125 m²
Purwo martani, Sleman,1.200.000.000,3,100 m²,135 m²
Purwo martani, Sleman,1.795.000.000,5,162 m²,126 m²
Kasihan, Bantul,329.000.000,2,45 m²,80 m²
Wates, Kulon Progo,370.000.000,2,36 m²,110 m²
Kasihan, Bantul,380.000.000,2,36 m²,74 m²
Ngaglik, Sleman,2.300.000.000,4,200 m²,417 m²
Gamping, Sleman,300.000.000,2,36 m²,90 m²
Sewon, Bantul,100.000.000,2,65 m²,60 m²
Ngemplak, Sleman,1.500.000.000,3,175 m²,126 m²
Kalasan, Sleman,699.000.000,3,70 m²,90 m²
Ngaglik, Sleman,625.000.000,3,90 m²,107 m²
Wirobrajan, Yogyakarta,41.000.000.000,8,480 m²,2581 m²
Caturtunggal, Sleman,400.000.000,,116 m²,58 m²
Sleman, Sleman,1.250.000.000,3,90 m²,217 m²
Sewon, Bantul,869.100.000,2,50 m²,98 m²
Tegalrejo, Yogyakarta,2.800.000.000,7,298 m²,496 m²
Kalasan, Sleman,700.000.000,2,45 m²,90 m²
Banguntapan, Bantul,550.000.000,3,90 m²,87 m²
Depok, Sleman,360.000.000,2,65 m²,60 m²
Umbulharjo, Yogyakarta,830.000.000,3,80 m²,89 m²
Ngaglik, Sleman,845.000.000,3,97 m²,120 m²
Gamping, Sleman,4.200.000.000,32,650 m²,417 m²
Mantrijeron, Yogyakarta,500.000.000,2,40 m²,99 m²
Sewon, Bantul,475.000.000,3,80 m²,120 m²
Kasihan, Bantul,275.000.000,2,36 m²,75 m²
Wirobrajan, Yogyakarta,1.200.000.000,4,200 m²,203 m²
Sedayu, Bantul,585.000.000,3,60 m²,102 m²
Pajangan, Bantul,275.150.000,2,36 m²,72 m²
Caturtunggal, Sleman,360.000.000,2,65 m²,60 m²
Mlati, Sleman,725.000.000,3,70 m²,106 m²
Maguwoharjo, Sleman,1.500.000.000,8,150 m²,115 m²
Sewon, Bantul,1.700.000.000,10,200 m²,150 m²
Moyudan, Sleman,370.000.000,3,130 m²,130 m²
Condong Catur, Sleman,845.000.000,3,97 m²,120 m²
Sleman, Sleman,275.000.000,2,36 m²,100 m²
Depok, Sleman,3.600.000.000,5,450 m²,300 m²
Sleman, Sleman,455.000.000,3,90 m²,125 m²
Kalasan, Sleman,450.000.000,2,45 m²,134 m²
Mlati, Sleman,2.900.000.000,4,125 m²,256 m²
Depok, Sleman,1.500.000.000,8,150 m²,125 m²
Ngaglik, Sleman,2.100.000.000,12,300 m²,147 m²
Turi, Sleman,2.500.000.000,4,300 m²,1000 m²
Purwo martani, Sleman,599.000.000,3,80 m²,110 m²
Wirobrajan, Yogyakarta,285.000.000,2,36 m²,60 m²
Ngaglik, Sleman,1.800.000.000,6,175 m²,300 m²
Kasihan, Bantul,315.000.000,2,36 m²,84 m²
Seyegan, Sleman,449.750.000,2,36 m²,90 m²
Pengasih, Kulon Progo,220.000.000,3,200 m²,654 m²
Ngaglik, Sleman,4.500.000.000,4,350 m²,360 m²
Mlati, Sleman,450.000.000,2,45 m²,100 m²
Kalasan, Sleman,475.000.000,2,50 m²,234 m²
Banguntapan, Bantul,1.700.000.000,4,164 m²,102 m²
Pandak, Bantul,175.000.000,2,30 m²,60 m²
Banguntapan, Bantul,499.000.000,3,65 m²,84 m²
Ngaglik, Sleman,850.000.000,3,80 m²,120 m²
Umbulharjo, Yogyakarta,1.000.000.000,3,90 m²,106 m²
Godean, Sleman,595.000.000,3,61 m²,106 m²
Sedayu, Bantul,258.000.000,2,30 m²,60 m²
Mantrijeron, Yogyakarta,1.199.990.000,3,100 m²,148 m²
Sleman, Sleman,699.000.000,3,62 m²,120 m²
Condong Catur, Sleman,4.500.000.000,19,430 m²,303 m²
Caturtunggal, Sleman,1.300.000.000,5,100 m²,120 m²
Caturtunggal, Sleman,9.900.000.000,4,200 m²,425 m²
Playen, Gunung Kidul,200.000.000,2,36 m²,72 m²
Umbulharjo, Yogyakarta,1.650.000.000,5,170 m²,103 m²
Sedayu, Bantul,907.000.000,3,120 m²,80 m²
Ngemplak, Sleman,550.000.000,2,60 m²,95 m²
Umbulharjo, Yogyakarta,2.700.000.000,6,200 m²,215 m²
Depok, Sleman,1.300.000.000,3,120 m²,106 m²
Mlati, Sleman,350.000.000,2,40 m²,84 m²
Kalasan, Sleman,4.500.000.000,4,400 m²,720 m²
Ngaglik, Sleman,350.000.000,1,42 m²,65 m²
Ngaglik, Sleman,1.850.000.000,6,250 m²,513 m²
Ngaglik, Sleman,2.100.000.000,4,200 m²,417 m²
Mlati, Sleman,1.400.000.000,3,135 m²,195 m²
Mantrijeron, Yogyakarta,599.000.000,2,56 m²,44 m²
Wonosari, Gunung Kidul,195.000.000,2,36 m²,60 m²
Pakem, Sleman,2.600.000.000,4,450 m²,1112 m²
Ngaglik, Sleman,1.595.000.000,3,110 m²,120 m²
Jetis, Yogyakarta,4.650.000.000,7,450 m²,330 m²
Ngaglik, Sleman,950.000.000,5,180 m²,119 m²
Piyungan, Bantul,568.000.000,3,70 m²,107 m²
Tegalrejo, Yogyakarta,1.260.000.000,3,110 m²,97 m²
Caturtunggal, Sleman,2.900.000.000,12,330 m²,120 m²
Kalasan, Sleman,539.000.000,2,50 m²,108 m²
Wirobrajan, Yogyakarta,3.900.000.000,5,330 m²,460 m²
Ngaglik, Sleman,700.000.000,3,65 m²,100 m²
Gamping, Sleman,1.450.000.000,6,168 m²,160 m²
Ngaglik, Sleman,2.500.000.000,11,250 m²,241 m²
Prambanan, Sleman,290.000.000,2,30 m²,60 m²
Ngaglik, Sleman,1.150.000.000,3,80 m²,113 m²
Tegalrejo, Yogyakarta,5.500.000.000,7,365 m²,310 m²
Mlati, Sleman,1.700.000.000,5,170 m²,122 m²
Mlati, Sleman,4.300.000.000,4,250 m²,210 m²
Sedayu, Bantul,330.000.000,2,52 m²,80 m²
Depok, Sleman,3.000.000.000,5,350 m²,425 m²
Mlati, Sleman,2.000.000.000,11,300 m²,147 m²
Mlati, Sleman,635.000.000,3,70 m²,100 m²
Ngaglik, Sleman,970.000.000,,90 m²,128 m²
Ngaglik, Sleman,5.500.000.000,4,298 m²,174 m²
Kalasan, Sleman,1.200.000.000,3,113 m²,123 m²
Mlati, Sleman,2.100.000.000,10,230 m²,156 m²
Ngaglik, Sleman,890.000.000,2,45 m²,125 m²
Condong Catur, Sleman,2.200.000.000,10,219 m²,168 m²
Gamping, Sleman,14.500.000.000,8,1670 m²,1420 m²
Kasihan, Bantul,349.000.000,2,50 m²,70 m²
Kasihan, Bantul,3.500.000.000,6,300 m²,1052 m²
Godean, Sleman,1.380.000.000,3,100 m²,100 m²
Godean, Sleman,4.000.000.000,6,700 m²,480 m²
Mlati, Sleman,1.249.999.900,3,130 m²,285 m²
Ngaglik, Sleman,4.650.000.000,4,220 m²,180 m²
Kasihan, Bantul,318.000.000,2,45 m²,75 m²
Kalasan, Sleman,415.000.000,2,46 m²,105 m²
Wonosari, Gunung Kidul,270.000.000,2,45 m²,78 m²
Kalasan, Sleman,1.795.000.000,5,162 m²,126 m²
Kalasan, Sleman,1.200.000.000,3,75 m²,175 m²
Mantrijeron, Yogyakarta,3.500.000.000,4,350 m²,470 m²
Mlati, Sleman,1.725.000.000,8,150 m²,122 m²
Caturtunggal, Sleman,3.400.000.000,15,200 m²,126 m²
Piyungan, Bantul,819.000.000,3,68 m²,108 m²
Pajangan, Bantul,285.000.000,2,63 m²,63 m²
Ngaglik, Sleman,1.500.000.000,4,130 m²,97 m²
Kalasan, Sleman,535.000.000,2,45 m²,93 m²
Mlati, Sleman,2.100.000.000,4,160 m²,155 m²
Gamping, Sleman,485.000.000,2,45 m²,134 m²
Godean, Sleman,475.000.000,2,53 m²,100 m²
Godean, Sleman,692.000.000,2,50 m²,104 m²
Kotagede, Yogyakarta,950.000.000,3,85 m²,70 m²
Banguntapan, Bantul,890.000.000,3,80 m²,100 m²
Ngaglik, Sleman,1.800.000.000,4,96 m²,117 m²
Kalasan, Sleman,725.000.000,3,119 m²,100 m²
Mantrijeron, Yogyakarta,6.750.000.000,10,400 m²,1240 m²
Depok, Sleman,995.000.000,3,120 m²,105 m²
Wirobrajan, Yogyakarta,1.650.000.000,3,140 m²,130 m²
Banguntapan, Bantul,599.000.000,3,65 m²,72 m²
Prambanan, Sleman,685.000.000,3,80 m²,156 m²
Purwo martani, Sleman,650.000.000,3,80 m²,118 m²
Mergangsan, Yogyakarta,34.500.000.000,4,400 m²,2600 m²
Bantul, Bantul,365.000.000,2,45 m²,86 m²
Gamping, Sleman,1.500.000.000,3,238 m²,381 m²
Sedayu, Bantul,437.000.000,3,45 m²,72 m²
Sedayu, Bantul,896.000.000,3,120 m²,80 m²
Kalasan, Sleman,699.000.000,1,85 m²,90 m²
Sleman, Sleman,945.000.000,3,60 m²,166 m²
Ngaglik, Sleman,2.350.000.000,3,90 m²,165 m²
Gamping, Sleman,1.550.000.000,3,140 m²,130 m²
Godean, Sleman,690.000.000,2,50 m²,130 m²
Banguntapan, Bantul,4.500.000.000,8,420 m²,734 m²
Pleret, Bantul,800.000.000,4,105 m²,111 m²
Temon, Kulon Progo,399.000.000,2,40 m²,80 m²
Umbulharjo, Yogyakarta,1.121.000.000,3,90 m²,124 m²
Kalasan, Sleman,2.800.000.000,5,340 m²,1270 m²
Tegalrejo, Yogyakarta,1.999.999.999,5,165 m²,150 m²
Sleman, Sleman,1.240.000.000,3,72 m²,108 m²
Tegalrejo, Yogyakarta,2.750.000.000,12,200 m²,200 m²
Condong Catur, Sleman,2.200.000.000,8,400 m²,153 m²
Umbulharjo, Yogyakarta,450.000.000,2,45 m²,68 m²
Mlati, Sleman,1.500.000.000,3,120 m²,140 m²
Bantul, Bantul,525.000.000,2,48 m²,65 m²
Ngaglik, Sleman,699.000.000,3,63 m²,123 m²
Maguwoharjo, Sleman,2.300.000.000,16,330 m²,180 m²
Caturtunggal, Sleman,3.500.000.000,18,450 m²,220 m²
Caturtunggal, Sleman,3.500.000.000,10,190 m²,127 m²
Bantul, Bantul,365.000.000,2,45 m²,120 m²
Sedayu, Bantul,428.000.000,2,45 m²,90 m²
Ngemplak, Sleman,1.750.000.000,3,180 m²,198 m²
Imogiri, Bantul,900.000.000,3,80 m²,90 m²
Wirobrajan, Yogyakarta,3.350.000.000,4,350 m²,661 m²
Sedayu, Bantul,365.150.000,2,36 m²,72 m²
Wirobrajan, Yogyakarta,1.500.000.000,3,85 m²,98 m²
Kalasan, Sleman,675.000.000,3,70 m²,90 m²
Ngaglik, Sleman,2.400.000.000,11,220 m²,195 m²
Kasihan, Bantul,5.500.000.000,5,400 m²,360 m²
Tempel, Sleman,350.000.000,2,40 m²,100 m²
Condong Catur, Sleman,2.100.000.000,6,180 m²,138 m²
Kalasan, Sleman,1.795.000.000,5,162 m²,126 m²
Playen, Gunung Kidul,200.000.000,2,36 m²,72 m²
Kalasan, Sleman,4.500.000.000,4,720 m²,300 m²
Sedayu, Bantul,397.000.000,2,36 m²,72 m²
Banguntapan, Bantul,445.000.000,2,50 m²,73 m²
Depok, Sleman,2.700.000.000,10,270 m²,170 m²
Mlati, Sleman,491.750.000,2,45 m²,100 m²
Mlati, Sleman,2.700.000.000,14,200 m²,120 m²
Banguntapan, Bantul,5.500.000.000,7,450 m²,995 m²
Gamping, Sleman,4.200.000.000,32,650 m²,417 m²
Mlati, Sleman,1.900.000.000,4,151 m²,135 m²
Tegalrejo, Yogyakarta,3.500.000.000,10,345 m²,195 m²
Caturtunggal, Sleman,16.000.000.000,24,1199 m²,1090 m²
Kalasan, Sleman,450.000.000,2,46 m²,105 m²
Mlati, Sleman,3.300.000.000,10,330 m²,119 m²
Tegalrejo, Yogyakarta,1.250.000.000,3,73 m²,84 m²
Ngaglik, Sleman,4.800.000.000,5,240 m²,180 m²
Kasihan, Bantul,399.000.000,2,36 m²,70 m²
Umbulharjo, Yogyakarta,4.750.000.000,8,420 m²,734 m²
Ngaglik, Sleman,2.650.000.000,10,208 m²,145 m²
Ngaglik, Sleman,2.500.000.000,5,200 m²,250 m²
Mlati, Sleman,6.750.000.000,5,250 m²,547 m²
Kasihan, Bantul,345.000.000,2,36 m²,87 m²
Kalasan, Sleman,475.000.000,2,45 m²,100 m²
Piyungan, Bantul,440.000.000,2,45 m²,79 m²
Maguwoharjo, Sleman,4.249.000.000,32,700 m²,485 m²
Caturtunggal, Sleman,5.300.000.000,19,490 m²,280 m²
Depok, Sleman,2.750.000.000,12,200 m²,149 m²
Ngaglik, Sleman,1.100.100.000,3,60 m²,147 m²
Ngaglik, Sleman,1.450.000.000,3,140 m²,130 m²
Gamping, Sleman,1.380.000.000,3,130 m²,101 m²
Kasihan, Bantul,775.000.000,2,45 m²,80 m²
Ngaglik, Sleman,10.000.000.000,7,735 m²,1050 m²
Ngaglik, Sleman,2.000.000.000,4,150 m²,154 m²
Gamping, Sleman,1.525.000.000,2,75 m²,144 m²
Maguwoharjo, Sleman,1.600.000.000,3,175 m²,106 m²
Depok, Sleman,2.490.000.000,3,100 m²,110 m²
Umbulharjo, Yogyakarta,1.000.000.000,3,60 m²,97 m²
Tegalrejo, Yogyakarta,2.750.000.000,4,170 m²,213 m²
Umbulharjo, Yogyakarta,6.800.000.000,8,412 m²,627 m²
Tegalrejo, Yogyakarta,1.400.000.000,2,84 m²,72 m²
Mantrijeron, Yogyakarta,1.150.000.000,2,65 m²,104 m²
Godean, Sleman,1.380.000.000,3,130 m²,101 m²
Mlati, Sleman,1.499.999.999,3,90 m²,126 m²
Depok, Sleman,15.000.000.000,10,479 m²,992 m²
Ngaglik, Sleman,3.800.000.000,3,135 m²,144 m²
Ngaglik, Sleman,595.000.000,2,53 m²,123 m²
Umbulharjo, Yogyakarta,985.000.000,4,116 m²,87 m²
Kasihan, Bantul,1.850.000.000,4,250 m²,495 m²
Ngaglik, Sleman,3.500.000.000,3,135 m²,144 m²
Sedayu, Bantul,397.000.000,2,36 m²,72 m²
Ngaglik, Sleman,3.500.000.000,3,135 m²,144 m²
Godean, Sleman,590.000.000,3,60 m²,106 m²
Depok, Sleman,15.000.000.000,35,900 m²,420 m²
Jetis, Yogyakarta,5.500.000.000,5,350 m²,316 m²
Kasihan, Bantul,543.000.000,2,36 m²,91 m²
Godean, Sleman,1.400.000.000,3,110 m²,150 m²
Kalasan, Sleman,2.510.200.000,1,48 m²,1141 m²
Gamping, Sleman,1.380.000.000,3,130 m²,101 m²
Ngaglik, Sleman,900.000.000,3,65 m²,110 m²
Kalasan, Sleman,570.000.000,2,55 m²,104 m²
Jetis, Yogyakarta,5.500.000.000,4,400 m²,360 m²
Kasihan, Bantul,495.000.000,3,45 m²,98 m²
Sedayu, Bantul,285.000.000,2,36 m²,60 m²
Mlati, Sleman,1.500.000.000,3,90 m²,126 m²
Kalasan, Sleman,1.800.000.000,5,260 m²,126 m²
Kalasan, Sleman,498.000.000,2,49 m²,108 m²
Condong Catur, Sleman,1.500.000.000,4,110 m²,140 m²
Kalasan, Sleman,498.000.000,2,44 m²,108 m²
Kalasan, Sleman,575.000.000,2,54 m²,96 m²
Kasihan, Bantul,495.000.000,2,45 m²,101 m²
Ngaglik, Sleman,3.200.000.000,4,169 m²,202 m²
Mlati, Sleman,2.950.000.000,3,146 m²,198 m²
Ngemplak, Sleman,1.000.000.000,3,120 m²,140 m²
Kalasan, Sleman,998.000.000,3,84 m²,120 m²
Sedayu, Bantul,899.000.000,3,120 m²,76 m²
Banguntapan, Bantul,545.000.000,2,50 m²,112 m²
Gamping, Sleman,3.500.000.000,5,242 m²,260 m²
Wonosari, Gunung Kidul,200.000.000,2,40 m²,60 m²
Sleman, Sleman,350.000.000,2,40 m²,88 m²
Kasihan, Bantul,1.500.000.000,5,164 m²,164 m²
Godean, Sleman,699.000.000,3,70 m²,114 m²
Kasihan, Bantul,2.100.000.000,3,100 m²,120 m²
Kalasan, Sleman,570.000.000,2,55 m²,92 m²
Bantul, Bantul,585.000.000,4,72 m²,86 m²
Mlati, Sleman,1.150.000.000,3,85 m²,116 m²
Banguntapan, Bantul,625.000.000,2,160 m²,82 m²
Banguntapan, Bantul,425.000.000,2,60 m²,75 m²
Sleman, Sleman,581.500.000,3,70 m²,92 m²
Kotagede, Yogyakarta,1.500.000.000,9,100 m²,206 m²
Condong Catur, Sleman,1.250.000.000,8,186 m²,96 m²
Bantul, Bantul,565.000.000,3,70 m²,107 m²
Seyegan, Sleman,450.000.000,2,40 m²,120 m²
Kalasan, Sleman,632.798.000,2,45 m²,81 m²
Kalasan, Sleman,570.000.000,2,55 m²,104 m²
Ngaglik, Sleman,435.000.000,3,60 m²,87 m²
Ngaglik, Sleman,1.250.000.000,2,52 m²,120 m²
Godean, Sleman,1.100.000.000,5,165 m²,199 m²
Maguwoharjo, Sleman,560.000.000,3,65 m²,109 m²
Kalasan, Sleman,475.000.000,2,45 m²,105 m²
Berbah, Sleman,440.000.000,2,48 m²,106 m²
Ngaglik, Sleman,1.750.000.000,4,170 m²,130 m²
Ngaglik, Sleman,1.500.000.000,4,140 m²,141 m²
Kalasan, Sleman,390.000.000,2,50 m²,96 m²
Tegalrejo, Yogyakarta,2.800.000.000,4,205 m²,217 m²
Mlati, Sleman,1.800.000.000,3,110 m²,158 m²
Kalasan, Sleman,460.000.000,2,40 m²,70 m²
Maguwoharjo, Sleman,875.000.000,4,125 m²,130 m²
Kasihan, Bantul,290.000.000,2,30 m²,100 m²
Mlati, Sleman,650.000.000,2,45 m²,97 m²
Mlati, Sleman,580.000.000,4,36 m²,72 m²
Sedayu, Bantul,931.500.000,3,120 m²,74 m²
Kasihan, Bantul,875.000.000,2,58 m²,111 m²
Ngaglik, Sleman,1.650.000.000,4,280 m²,166 m²
Mlati, Sleman,647.000.000,2,50 m²,105 m²
Kalasan, Sleman,570.000.000,3,70 m²,109 m²
Kalasan, Sleman,450.000.000,2,70 m²,92 m²
Banguntapan, Bantul,355.000.000,2,60 m²,67 m²
Condong Catur, Sleman,4.500.000.000,20,421 m²,309 m²
Ngaglik, Sleman,2.200.000.000,12,500 m²,224 m²
